location,time,cases,deaths
Iceland,2020-03-23,568,1
Iceland,2020-03-24,588,2
Iceland,2020-03-25,648,2
India,2020-03-11,50,1
India,2020-03-12,73,1
India,2020-03-13,75,1
India,2020-03-14,83,2
India,2020-03-15,90,2
India,2020-03-16,93,2
India,2020-03-17,125,3
India,2020-03-18,137,3
India,2020-03-19,165,3
India,2020-03-20,191,4
India,2020-03-21,231,4
India,2020-03-22,320,4
India,2020-03-23,439,7
India,2020-03-24,492,9
India,2020-03-25,562,9
Indonesia,2020-03-11,19,1
Indonesia,2020-03-12,34,1
Indonesia,2020-03-13,69,4
Indonesia,2020-03-14,69,4
Indonesia,2020-03-15,96,4
Indonesia,2020-03-16,117,5
Indonesia,2020-03-17,134,5
Indonesia,2020-03-18,172,5
Indonesia,2020-03-19,172,5
Indonesia,2020-03-20,227,19
Indonesia,2020-03-21,309,25
Indonesia,2020-03-22,450,38
Indonesia,2020-03-23,514,48
Indonesia,2020-03-24,579,49
Indonesia,2020-03-25,686,55
Iran (Islamic Republic of),2020-02-19,2,2
Iran (Islamic Republic of),2020-02-20,2,2
Iran (Islamic Republic of),2020-02-21,5,2
Iran (Islamic Republic of),2020-02-22,18,4
Iran (Islamic Republic of),2020-02-23,28,5
Iran (Islamic Republic of),2020-02-24,43,8
Iran (Islamic Republic of),2020-02-25,61,12
Iran (Islamic Republic of),2020-02-26,95,15
Iran (Islamic Republic of),2020-02-27,139,19
Iran (Islamic Republic of),2020-02-28,245,26
Iran (Islamic Republic of),2020-02-29,388,34
Iran (Islamic Republic of),2020-03-01,593,43
Iran (Islamic Republic of),2020-03-02,978,54
Iran (Islamic Republic of),2020-03-03,1501,66
Iran (Islamic Republic of),2020-03-04,2336,77
Iran (Islamic Republic of),2020-03-05,2922,92
Iran (Islamic Republic of),2020-03-06,3513,107
Iran (Islamic Republic of),2020-03-07,4747,124
Iran (Islamic Republic of),2020-03-08,5823,145
Iran (Islamic Republic of),2020-03-09,6566,194
Iran (Islamic Republic of),2020-03-10,7161,237
Iran (Islamic Republic of),2020-03-11,8042,291
Iran (Islamic Republic of),2020-03-12,9000,354
Iran (Islamic Republic of),2020-03-13,10075,429
Iran (Islamic Republic of),2020-03-14,11364,514
Iran (Islamic Republic of),2020-03-15,12729,611
Iran (Islamic Republic of),2020-03-16,13938,724
Iran (Islamic Republic of),2020-03-17,14991,853
Iran (Islamic Republic of),2020-03-18,16169,988
Iran (Islamic Republic of),2020-03-19,17361,1135
Iran (Islamic Republic of),2020-03-20,18407,1284
Iran (Islamic Republic of),2020-03-21,19644,1433
Iran (Islamic Republic of),2020-03-22,20610,1556
Iran (Islamic Republic of),2020-03-23,21638,1685
Iran (Islamic Republic of),2020-03-24,23049,1812
Iran (Islamic Republic of),2020-03-25,24811,1934
Iraq,2020-03-04,26,2
Iraq,2020-03-05,31,2
Iraq,2020-03-06,38,2
Iraq,2020-03-07,54,4
Iraq,2020-03-08,54,2
Iraq,2020-03-09,61,6
Iraq,2020-03-10,71,7
Iraq,2020-03-11,61,6
Iraq,2020-03-12,70,8
Iraq,2020-03-13,74,8
Iraq,2020-03-14,85,9
Iraq,2020-03-15,85,9
Iraq,2020-03-16,124,9
Iraq,2020-03-17,124,9
Iraq,2020-03-18,154,11
Iraq,2020-03-19,164,12
Iraq,2020-03-20,177,12
Iraq,2020-03-21,193,14
Iraq,2020-03-22,214,17
Iraq,2020-03-23,233,20
Iraq,2020-03-24,266,23
Iraq,2020-03-25,316,27
Ireland,2020-03-11,35,1
Ireland,2020-03-12,43,1
Ireland,2020-03-13,70,1
Ireland,2020-03-14,91,1
Ireland,2020-03-15,129,2
Ireland,2020-03-16,169,2
Ireland,2020-03-17,223,2
Ireland,2020-03-18,292,2
Ireland,2020-03-19,366,2
Ireland,2020-03-20,557,3
Ireland,2020-03-21,683,3
Ireland,2020-03-22,785,3
Ireland,2020-03-23,906,4
Ireland,2020-03-24,1125,6
Ireland,2020-03-25,1329,7
Israel,2020-03-21,712,1
Israel,2020-03-22,883,1
Israel,2020-03-23,1071,1
Israel,2020-03-24,1442,1
Israel,2020-03-25,1930,3
Italy,2020-02-23,79,2
Italy,2020-02-24,132,2
Italy,2020-02-25,229,6
Italy,2020-02-26,322,11
Italy,2020-02-27,400,12
Italy,2020-02-28,650,17
Italy,2020-02-29,888,21
Italy,2020-03-01,1128,29
Italy,2020-03-02,1689,35
Italy,2020-03-03,1835,52
Italy,2020-03-04,2502,80
Italy,2020-03-05,3089,107
Italy,2020-03-06,3858,148
Italy,2020-03-07,4636,197
Italy,2020-03-08,5883,233
Italy,2020-03-09,7375,366
Italy,2020-03-10,9172,464
Italy,2020-03-11,10149,631
Italy,2020-03-12,12462,827
Italy,2020-03-13,15113,1016
Italy,2020-03-14,17660,1268
Italy,2020-03-15,17750,1441
Italy,2020-03-16,23980,1811
Italy,2020-03-17,27980,2158
Italy,2020-03-18,31506,2505
Italy,2020-03-19,35713,2978
Italy,2020-03-20,41035,3407
Italy,2020-03-21,47021,4032
Italy,2020-03-22,53578,4827
Italy,2020-03-23,59138,5476
Italy,2020-03-24,63927,6077
Italy,2020-03-25,69176,6820
Jamaica,2020-03-19,15,1
Jamaica,2020-03-20,16,1
Jamaica,2020-03-21,19,1
Jamaica,2020-03-22,19,1
Jamaica,2020-03-23,19,1
Jamaica,2020-03-24,19,1
Jamaica,2020-03-25,21,1
Japan,2020-02-13,29,1
Japan,2020-02-14,30,1
Japan,2020-02-15,38,1
Japan,2020-02-16,52,1
Japan,2020-02-17,59,1
Japan,2020-02-18,59,1
Japan,2020-02-19,66,1
Japan,2020-02-20,84,1
Japan,2020-02-21,93,1
Japan,2020-02-22,105,1
Japan,2020-02-23,132,1
Japan,2020-02-24,144,1
Japan,2020-02-25,144,1
Japan,2020-02-26,164,1
Japan,2020-02-27,186,3
Japan,2020-02-28,210,3
Japan,2020-02-29,230,3
Japan,2020-03-01,239,5
Japan,2020-03-02,254,6
Japan,2020-03-03,254,6
Japan,2020-03-04,268,6
Japan,2020-03-05,317,6
Japan,2020-03-06,349,6
Japan,2020-03-07,408,6
Japan,2020-03-08,455,6
Japan,2020-03-09,488,7
Japan,2020-03-10,514,9
Japan,2020-03-11,568,12
Japan,2020-03-12,619,15
Japan,2020-03-13,675,19
Japan,2020-03-14,737,21
Japan,2020-03-15,780,22
Japan,2020-03-16,814,24
Japan,2020-03-17,824,28
Japan,2020-03-18,829,28
Japan,2020-03-19,873,29
Japan,2020-03-20,950,33
Japan,2020-03-21,1007,35
Japan,2020-03-22,1046,36
Japan,2020-03-23,1089,41
Japan,2020-03-24,1128,42
Japan,2020-03-25,1193,43
Kazakhstan,2020-03-20,49,3
Kosovo,2020-03-23,31,1
Kosovo,2020-03-24,61,1
Kosovo,2020-03-25,63,1
Lebanon,2020-03-10,41,1
Lebanon,2020-03-11,41,1
Lebanon,2020-03-12,61,2
Lebanon,2020-03-13,66,2
Lebanon,2020-03-14,93,3
Lebanon,2020-03-15,93,3
Lebanon,2020-03-16,99,3
Lebanon,2020-03-17,120,3
Lebanon,2020-03-18,120,3
Lebanon,2020-03-19,133,4
Lebanon,2020-03-20,149,4
Lebanon,2020-03-21,163,4
Lebanon,2020-03-22,230,4
Lebanon,2020-03-23,248,4
Lebanon,2020-03-24,267,4
Lebanon,2020-03-25,304,4
Lithuania,2020-03-21,69,1
Lithuania,2020-03-22,105,1
Lithuania,2020-03-23,143,1
Lithuania,2020-03-24,179,1
Lithuania,2020-03-25,209,2
Luxembourg,2020-03-14,38,1
Luxembourg,2020-03-15,59,1
Luxembourg,2020-03-16,77,1
Luxembourg,2020-03-17,81,1
Luxembourg,2020-03-18,140,1
Luxembourg,2020-03-19,210,2
Luxembourg,2020-03-20,345,4
Luxembourg,2020-03-21,484,5
Luxembourg,2020-03-22,670,8
Luxembourg,2020-03-23,798,8
Luxembourg,2020-03-24,875,8
Luxembourg,2020-03-25,1099,8
Malaysia,2020-03-17,553,2
Malaysia,2020-03-18,673,2
Malaysia,2020-03-19,790,2
Malaysia,2020-03-20,900,2
Malaysia,2020-03-21,1030,2
Malaysia,2020-03-22,1183,4
Malaysia,2020-03-23,1306,10
Malaysia,2020-03-24,1518,14
Malaysia,2020-03-25,1624,15
Mauritius,2020-03-21,12,1
Mauritius,2020-03-22,14,1
Mauritius,2020-03-23,28,2
Mauritius,2020-03-24,36,2
Mauritius,2020-03-25,42,2
Mexico,2020-03-19,118,1
Mexico,2020-03-20,164,1
Mexico,2020-03-21,203,2
Mexico,2020-03-22,251,2
Mexico,2020-03-23,316,2
Mexico,2020-03-24,367,4
Mexico,2020-03-25,405,5
"Moldova, Republic of",2020-03-18,30,1
"Moldova, Republic of",2020-03-19,36,1
"Moldova, Republic of",2020-03-20,49,1
"Moldova, Republic of",2020-03-21,66,1
"Moldova, Republic of",2020-03-22,80,1
"Moldova, Republic of",2020-03-23,94,1
"Moldova, Republic of",2020-03-24,109,1
"Moldova, Republic of",2020-03-25,125,1
Montenegro,2020-03-24,27,1
Montenegro,2020-03-25,47,1
Morocco,2020-03-10,3,1
Morocco,2020-03-11,5,1
Morocco,2020-03-12,5,1
Morocco,2020-03-13,6,1
Morocco,2020-03-14,7,1
Morocco,2020-03-15,18,1
Morocco,2020-03-16,28,1
Morocco,2020-03-17,37,1
Morocco,2020-03-18,44,2
Morocco,2020-03-19,54,2
Morocco,2020-03-20,63,2
Morocco,2020-03-21,86,3
Morocco,2020-03-22,96,3
Morocco,2020-03-23,115,4
Morocco,2020-03-24,134,4
Morocco,2020-03-25,170,5
Niger,2020-03-25,7,1
Nigeria,2020-03-24,40,1
Nigeria,2020-03-25,44,1
North Macedonia,2020-03-22,85,1
North Macedonia,2020-03-23,114,1
North Macedonia,2020-03-24,136,2
North Macedonia,2020-03-25,148,2
Norway,2020-03-13,621,1
Norway,2020-03-14,621,1
Norway,2020-03-15,907,1
Norway,2020-03-16,1077,1
Norway,2020-03-17,1169,3
Norway,2020-03-18,1308,3
Norway,2020-03-19,1423,3
Norway,2020-03-20,1552,6
Norway,2020-03-21,1742,7
Norway,2020-03-22,1926,7
Norway,2020-03-23,2132,7
Norway,2020-03-24,2371,8
Norway,2020-03-25,2566,10
Pakistan,2020-03-19,302,2
Pakistan,2020-03-20,478,2
Pakistan,2020-03-21,495,3
Pakistan,2020-03-22,646,3
Pakistan,2020-03-23,784,5
Pakistan,2020-03-24,887,6
Pakistan,2020-03-25,991,7
Panama,2020-03-11,7,1
Panama,2020-03-12,14,1
Panama,2020-03-13,27,1
Panama,2020-03-14,36,1
Panama,2020-03-15,43,1
Panama,2020-03-16,43,1
Panama,2020-03-17,69,1
Panama,2020-03-18,86,1
Panama,2020-03-19,109,1
Panama,2020-03-20,137,1
Panama,2020-03-21,200,1
Panama,2020-03-22,245,3
Panama,2020-03-23,313,3
Panama,2020-03-24,345,6
Panama,2020-03-25,443,6
Paraguay,2020-03-21,18,1
Paraguay,2020-03-22,22,1
Paraguay,2020-03-23,22,1
Paraguay,2020-03-24,27,1
Paraguay,2020-03-25,37,3
Peru,2020-03-20,234,2
Peru,2020-03-21,263,3
Peru,2020-03-22,318,5
Peru,2020-03-23,363,5
Peru,2020-03-24,395,5
Peru,2020-03-25,416,7
Philippines,2020-02-02,2,1
Philippines,2020-02-03,2,1
Philippines,2020-02-04,2,1
Philippines,2020-02-05,2,1
Philippines,2020-02-06,3,1
Philippines,2020-02-07,3,1
Philippines,2020-02-08,3,1
Philippines,2020-02-09,3,1
Philippines,2020-02-10,3,1
Philippines,2020-02-11,3,1
Philippines,2020-02-12,3,1
Philippines,2020-02-13,3,1
Philippines,2020-02-14,3,1
Philippines,2020-02-15,3,1
Philippines,2020-02-16,3,1
Philippines,2020-02-17,3,1
Philippines,2020-02-18,3,1
Philippines,2020-02-19,3,1
Philippines,2020-02-20,3,1
Philippines,2020-02-21,3,1
Philippines,2020-02-22,3,1
Philippines,2020-02-23,3,1
Philippines,2020-02-24,3,1
Philippines,2020-02-25,3,1
Philippines,2020-02-26,3,1
Philippines,2020-02-27,3,1
Philippines,2020-02-28,3,1
Philippines,2020-02-29,3,1
Philippines,2020-03-01,3,1
Philippines,2020-03-02,3,1
Philippines,2020-03-03,3,1
Philippines,2020-03-04,3,1
Philippines,2020-03-05,3,1
Philippines,2020-03-06,5,1
Philippines,2020-03-07,5,1
Philippines,2020-03-08,6,1
Philippines,2020-03-09,10,1
Philippines,2020-03-10,33,1
Philippines,2020-03-11,33,1
Philippines,2020-03-12,49,2
Philippines,2020-03-13,52,2
Philippines,2020-03-14,64,6
Philippines,2020-03-15,111,6
Philippines,2020-03-16,140,12
Philippines,2020-03-17,142,12
Philippines,2020-03-18,187,14
Philippines,2020-03-19,202,17
Philippines,2020-03-20,230,18
Philippines,2020-03-21,230,18
Philippines,2020-03-22,380,25
Philippines,2020-03-23,380,25
Philippines,2020-03-24,462,33
Philippines,2020-03-25,552,35
Poland,2020-03-12,31,1
Poland,2020-03-13,49,1
Poland,2020-03-14,68,2
Poland,2020-03-15,104,3
Poland,2020-03-16,125,3
Poland,2020-03-17,177,4
Poland,2020-03-18,238,5
Poland,2020-03-19,287,5
Poland,2020-03-20,355,5
Poland,2020-03-21,425,5
Poland,2020-03-22,536,5
Poland,2020-03-23,634,7
Poland,2020-03-24,749,8
Poland,2020-03-25,901,10
Portugal,2020-03-17,331,1
Portugal,2020-03-18,448,1
Portugal,2020-03-19,642,2
Portugal,2020-03-20,785,3
Portugal,2020-03-21,1020,6
Portugal,2020-03-22,1280,12
Portugal,2020-03-23,1600,14
Portugal,2020-03-24,2060,23
Portugal,2020-03-25,2362,33
Romania,2020-03-22,367,3
Romania,2020-03-23,433,2
Romania,2020-03-24,576,7
Romania,2020-03-25,762,11
Russian Federation,2020-03-19,147,1
Russian Federation,2020-03-20,199,1
Russian Federation,2020-03-21,253,1
Russian Federation,2020-03-24,438,1
Russian Federation,2020-03-25,495,3
San Marino,2020-03-02,8,1
San Marino,2020-03-03,10,1
San Marino,2020-03-04,10,1
San Marino,2020-03-05,15,1
San Marino,2020-03-06,22,1
San Marino,2020-03-07,23,1
San Marino,2020-03-08,26,1
San Marino,2020-03-09,37,1
San Marino,2020-03-10,49,2
San Marino,2020-03-11,62,2
San Marino,2020-03-12,66,3
San Marino,2020-03-13,67,5
San Marino,2020-03-14,73,5
San Marino,2020-03-15,92,5
San Marino,2020-03-16,98,7
San Marino,2020-03-17,102,9
San Marino,2020-03-18,104,11
San Marino,2020-03-19,109,14
San Marino,2020-03-20,126,14
San Marino,2020-03-21,151,14
San Marino,2020-03-22,151,20
San Marino,2020-03-23,151,20
San Marino,2020-03-24,187,20
San Marino,2020-03-25,187,21
Saudi Arabia,2020-03-24,562,1
Saudi Arabia,2020-03-25,767,1
Serbia,2020-03-20,126,1
Serbia,2020-03-21,135,1
Serbia,2020-03-22,149,1
Serbia,2020-03-23,188,1
Serbia,2020-03-24,222,1
Serbia,2020-03-25,249,1
Singapore,2020-03-21,385,2
Singapore,2020-03-22,432,2
Singapore,2020-03-23,455,2
Singapore,2020-03-24,509,2
Singapore,2020-03-25,558,2
Slovakia,2020-03-18,97,1
Slovakia,2020-03-19,107,1
Slovakia,2020-03-20,123,1
Slovakia,2020-03-21,137,1
Slovakia,2020-03-22,178,1
Slovakia,2020-03-23,185,1
Slovenia,2020-03-14,141,1
Slovenia,2020-03-15,181,1
Slovenia,2020-03-16,219,1
Slovenia,2020-03-17,253,1
Slovenia,2020-03-18,275,1
Slovenia,2020-03-19,286,1
Slovenia,2020-03-20,319,1
Slovenia,2020-03-21,341,1
Slovenia,2020-03-22,383,1
Slovenia,2020-03-23,414,1
Slovenia,2020-03-24,442,1
Slovenia,2020-03-25,480,3
"Korea, Republic of",2020-02-20,80,1
"Korea, Republic of",2020-02-21,155,1
"Korea, Republic of",2020-02-22,345,2
"Korea, Republic of",2020-02-23,601,5
"Korea, Republic of",2020-02-24,762,7
"Korea, Republic of",2020-02-25,892,8
"Korea, Republic of",2020-02-26,1146,11
"Korea, Republic of",2020-02-27,1595,12
"Korea, Republic of",2020-02-28,2022,13
"Korea, Republic of",2020-02-29,2931,16
"Korea, Republic of",2020-03-01,3526,17
"Korea, Republic of",2020-03-02,4212,22
"Korea, Republic of",2020-03-03,4812,28
"Korea, Republic of",2020-03-04,5328,32
"Korea, Republic of",2020-03-05,5766,35
"Korea, Republic of",2020-03-06,6284,42
"Korea, Republic of",2020-03-07,6767,44
"Korea, Republic of",2020-03-08,7134,50
"Korea, Republic of",2020-03-09,7382,51
"Korea, Republic of",2020-03-10,7513,54
"Korea, Republic of",2020-03-11,7755,60
"Korea, Republic of",2020-03-12,7869,66
"Korea, Republic of",2020-03-13,7979,67
"Korea, Republic of",2020-03-14,8086,72
"Korea, Republic of",2020-03-15,8162,75
"Korea, Republic of",2020-03-16,8236,75
"Korea, Republic of",2020-03-17,8320,81
"Korea, Republic of",2020-03-18,8413,86
"Korea, Republic of",2020-03-19,8565,91
"Korea, Republic of",2020-03-20,8652,100
"Korea, Republic of",2020-03-21,8799,103
"Korea, Republic of",2020-03-22,8897,104
"Korea, Republic of",2020-03-23,8961,113
"Korea, Republic of",2020-03-24,9037,120
"Korea, Republic of",2020-03-25,9137,126
Sudan,2020-03-13,1,1
Sudan,2020-03-14,1,1
Sudan,2020-03-15,1,1
Sudan,2020-03-16,1,1
Sudan,2020-03-17,1,1
Sudan,2020-03-18,1,1
Sudan,2020-03-19,2,1
Sudan,2020-03-20,2,1
Sudan,2020-03-21,2,1
Sudan,2020-03-22,2,1
Sudan,2020-03-23,2,1
Sudan,2020-03-24,2,1
Sudan,2020-03-25,3,1
Sweden,2020-03-11,326,1
Sweden,2020-03-12,462,1
Sweden,2020-03-13,620,1
Sweden,2020-03-14,775,1
Sweden,2020-03-15,924,1
Sweden,2020-03-16,1032,3
Sweden,2020-03-17,1121,7
Sweden,2020-03-18,1167,8
Sweden,2020-03-19,1301,10
Sweden,2020-03-20,1423,10
Sweden,2020-03-21,1623,16
Sweden,2020-03-22,1746,20
Sweden,2020-03-23,1906,21
Sweden,2020-03-24,2016,25
Sweden,2020-03-25,2272,36
Switzerland,2020-03-05,57,1
Switzerland,2020-03-06,87,1
Switzerland,2020-03-07,209,1
Switzerland,2020-03-08,264,1
Switzerland,2020-03-09,332,2
Switzerland,2020-03-10,374,2
Switzerland,2020-03-11,490,3
Switzerland,2020-03-12,642,4
Switzerland,2020-03-13,854,4
Switzerland,2020-03-14,1121,7
Switzerland,2020-03-15,1359,11
Switzerland,2020-03-16,2200,13
Switzerland,2020-03-17,2200,14
Switzerland,2020-03-18,2650,19
Switzerland,2020-03-19,3010,21
Switzerland,2020-03-20,3888,33
Switzerland,2020-03-21,4840,43
Switzerland,2020-03-22,6077,56
Switzerland,2020-03-23,6971,60
Switzerland,2020-03-24,8015,66
Switzerland,2020-03-25,8789,86
"Taiwan, Province of China",2020-02-16,18,1
"Taiwan, Province of China",2020-02-17,20,1
"Taiwan, Province of China",2020-02-18,22,1
"Taiwan, Province of China",2020-02-19,22,1
"Taiwan, Province of China",2020-02-20,24,1
"Taiwan, Province of China",2020-02-21,24,1
"Taiwan, Province of China",2020-02-22,26,1
"Taiwan, Province of China",2020-02-23,26,1
"Taiwan, Province of China",2020-02-24,28,1
"Taiwan, Province of China",2020-02-25,30,1
"Taiwan, Province of China",2020-02-26,31,1
"Taiwan, Province of China",2020-02-27,32,1
"Taiwan, Province of China",2020-02-28,34,1
"Taiwan, Province of China",2020-02-29,39,1
"Taiwan, Province of China",2020-03-01,40,1
"Taiwan, Province of China",2020-03-02,40,1
"Taiwan, Province of China",2020-03-03,41,1
"Taiwan, Province of China",2020-03-04,42,1
"Taiwan, Province of China",2020-03-05,44,1
"Taiwan, Province of China",2020-03-06,44,1
"Taiwan, Province of China",2020-03-07,45,1
"Taiwan, Province of China",2020-03-08,45,1
"Taiwan, Province of China",2020-03-09,45,1
"Taiwan, Province of China",2020-03-10,47,1
"Taiwan, Province of China",2020-03-11,48,1
"Taiwan, Province of China",2020-03-12,48,1
"Taiwan, Province of China",2020-03-13,49,1
"Taiwan, Province of China",2020-03-14,53,1
"Taiwan, Province of China",2020-03-15,59,1
"Taiwan, Province of China",2020-03-16,59,1
"Taiwan, Province of China",2020-03-17,67,1
"Taiwan, Province of China",2020-03-18,77,1
"Taiwan, Province of China",2020-03-19,108,1
"Taiwan, Province of China",2020-03-20,108,1
"Taiwan, Province of China",2020-03-21,135,2
"Taiwan, Province of China",2020-03-22,153,2
"Taiwan, Province of China",2020-03-23,165,2
"Taiwan, Province of China",2020-03-24,195,2
"Taiwan, Province of China",2020-03-25,216,2
Thailand,2020-03-01,42,1
Thailand,2020-03-02,43,1
Thailand,2020-03-03,43,1
Thailand,2020-03-04,43,1
Thailand,2020-03-05,47,1
Thailand,2020-03-06,48,1
Thailand,2020-03-07,50,1
Thailand,2020-03-08,50,1
Thailand,2020-03-09,50,1
Thailand,2020-03-10,53,1
Thailand,2020-03-11,59,1
Thailand,2020-03-12,70,1
Thailand,2020-03-13,75,1
Thailand,2020-03-14,82,1
Thailand,2020-03-15,82,1
Thailand,2020-03-16,114,1
Thailand,2020-03-17,177,1
Thailand,2020-03-18,177,1
Thailand,2020-03-19,177,1
Thailand,2020-03-20,212,1
Thailand,2020-03-21,366,1
Thailand,2020-03-22,599,1
Thailand,2020-03-23,721,1
Thailand,2020-03-24,827,4
Thailand,2020-03-25,934,4
Trinidad and Tobago,2020-03-25,57,1
Tunisia,2020-03-19,29,1
Tunisia,2020-03-20,39,1
Tunisia,2020-03-21,54,1
Tunisia,2020-03-22,60,1
Tunisia,2020-03-23,75,3
Tunisia,2020-03-24,89,3
Tunisia,2020-03-25,114,3
Turkey,2020-03-17,47,1
Turkey,2020-03-18,98,1
Turkey,2020-03-19,191,1
Turkey,2020-03-20,359,4
Turkey,2020-03-21,670,9
Turkey,2020-03-22,947,21
Turkey,2020-03-23,1236,30
Turkey,2020-03-24,1529,37
Turkey,2020-03-25,1872,44
Ukraine,2020-03-13,3,1
Ukraine,2020-03-14,3,1
Ukraine,2020-03-15,3,1
Ukraine,2020-03-16,3,1
Ukraine,2020-03-17,5,2
Ukraine,2020-03-18,14,2
Ukraine,2020-03-19,19,2
Ukraine,2020-03-20,26,2
Ukraine,2020-03-21,26,3
Ukraine,2020-03-22,41,3
Ukraine,2020-03-23,47,3
Ukraine,2020-03-24,73,3
Ukraine,2020-03-25,84,3
United Arab Emirates,2020-03-20,140,2
United Arab Emirates,2020-03-21,140,2
United Arab Emirates,2020-03-22,153,2
United Arab Emirates,2020-03-23,153,2
United Arab Emirates,2020-03-24,198,2
United Arab Emirates,2020-03-25,248,2
United Kingdom,2020-03-06,115,1
United Kingdom,2020-03-07,163,1
United Kingdom,2020-03-08,206,2
United Kingdom,2020-03-09,273,3
United Kingdom,2020-03-10,321,5
United Kingdom,2020-03-11,373,6
United Kingdom,2020-03-12,456,6
United Kingdom,2020-03-13,590,10
United Kingdom,2020-03-14,707,10
United Kingdom,2020-03-15,1140,21
United Kingdom,2020-03-16,1391,35
United Kingdom,2020-03-17,1543,55
United Kingdom,2020-03-18,1950,60
United Kingdom,2020-03-19,2630,103
United Kingdom,2020-03-20,3277,144
United Kingdom,2020-03-21,3983,177
United Kingdom,2020-03-22,5018,233
United Kingdom,2020-03-23,5683,281
United Kingdom,2020-03-24,6650,335
United Kingdom,2020-03-25,8077,422
United States of America,2020-02-29,66,1
United States of America,2020-03-01,69,1
United States of America,2020-03-02,89,2
United States of America,2020-03-03,103,6
United States of America,2020-03-04,125,9
United States of America,2020-03-05,159,11
United States of America,2020-03-06,233,12
United States of America,2020-03-07,338,14
United States of America,2020-03-08,433,17
United States of America,2020-03-09,554,21
United States of America,2020-03-10,754,26
United States of America,2020-03-11,1025,28
United States of America,2020-03-12,1312,30
United States of America,2020-03-13,1663,40
United States of America,2020-03-14,2174,47
United States of America,2020-03-15,2951,57
United States of America,2020-03-16,3774,69
United States of America,2020-03-17,4661,85
United States of America,2020-03-18,6427,108
United States of America,2020-03-19,9415,150
United States of America,2020-03-20,14250,150
United States of America,2020-03-21,19624,260
United States of America,2020-03-22,26747,340
United States of America,2020-03-23,35206,471
United States of America,2020-03-24,46442,590
United States of America,2020-03-25,55231,801
Zimbabwe,2020-03-24,2,1
Zimbabwe,2020-03-25,2,1
AUS-New South Wales,2020-03-04,22,1
AUS-New South Wales,2020-03-05,22,1
AUS-New South Wales,2020-03-06,26,1
AUS-New South Wales,2020-03-07,28,1
AUS-New South Wales,2020-03-08,38,2
AUS-New South Wales,2020-03-09,48,2
AUS-New South Wales,2020-03-10,55,2
AUS-New South Wales,2020-03-11,65,2
AUS-New South Wales,2020-03-12,65,2
AUS-New South Wales,2020-03-13,92,2
AUS-New South Wales,2020-03-14,112,2
AUS-New South Wales,2020-03-15,134,2
AUS-New South Wales,2020-03-16,171,2
AUS-Western Australia,2020-03-01,2,1
AUS-Western Australia,2020-03-02,2,1
AUS-Western Australia,2020-03-03,2,1
AUS-Western Australia,2020-03-04,2,1
AUS-Western Australia,2020-03-05,3,1
AUS-Western Australia,2020-03-06,3,1
AUS-Western Australia,2020-03-07,3,1
AUS-Western Australia,2020-03-08,3,1
AUS-Western Australia,2020-03-09,4,1
AUS-Western Australia,2020-03-10,6,1
AUS-Western Australia,2020-03-11,9,1
AUS-Western Australia,2020-03-12,9,1
AUS-Western Australia,2020-03-13,14,1
AUS-Western Australia,2020-03-14,17,1
AUS-Western Australia,2020-03-15,17,1
AUS-Western Australia,2020-03-16,28,1
Martinique,2020-03-16,15,1
Martinique,2020-03-17,16,1
Martinique,2020-03-18,19,1
Martinique,2020-03-19,23,1
Martinique,2020-03-20,32,1
Martinique,2020-03-21,32,1
Martinique,2020-03-22,37,1
Martinique,2020-03-23,37,1
USA-WA,2020-03-10,267,23
USA-WA,2020-03-11,366,29
USA-WA,2020-03-13,568,37
USA-WA,2020-03-14,642,40
USA-WA,2020-03-15,769,42
USA-WA,2020-03-16,904,48
USA-WA,2020-03-17,1012,52
USA-WA,2020-03-18,1187,66
USA-WA,2020-03-19,1375,73
USA-WA,2020-03-20,1522,82
USA-WA,2020-03-21,1786,92
USA-WA,2020-03-22,1989,93
USA-WA,2020-03-23,2221,110
USA-WA,2020-03-24,2469,123
USA-WA,2020-03-25,2580,123
USA-CA,2020-03-10,144,2
USA-CA,2020-03-11,177,3
USA-CA,2020-03-12,221,4
USA-CA,2020-03-13,282,4
USA-CA,2020-03-14,340,5
USA-CA,2020-03-15,426,6
USA-CA,2020-03-16,557,7
USA-CA,2020-03-17,698,12
USA-CA,2020-03-18,751,13
USA-CA,2020-03-19,897,17
USA-CA,2020-03-20,1049,20
USA-CA,2020-03-21,1410,25
USA-CA,2020-03-22,1410,25
USA-CA,2020-03-23,2188,42
USA-CA,2020-03-24,2600,52
USA-CA,2020-03-25,3082,67
USA-MA,2020-03-20,413,1
USA-MA,2020-03-21,427,1
USA-MA,2020-03-22,646,5
USA-MA,2020-03-23,777,9
USA-MA,2020-03-24,1159,11
USA-MA,2020-03-25,1838,5
USA-GA,2020-03-12,31,1
USA-GA,2020-03-13,42,1
USA-GA,2020-03-14,66,1
USA-GA,2020-03-15,99,1
USA-GA,2020-03-16,121,1
USA-GA,2020-03-17,146,1
USA-GA,2020-03-18,199,3
USA-GA,2020-03-19,287,10
USA-FL,2020-03-10,15,2
USA-FL,2020-03-11,28,2
USA-FL,2020-03-13,50,2
USA-FL,2020-03-14,76,3
USA-FL,2020-03-15,115,4
USA-FL,2020-03-20,563,11
USA-FL,2020-03-21,763,12
USA-FL,2020-03-22,1007,13
USA-FL,2020-03-23,1227,16
USA-FL,2020-03-24,1467,20
USA-FL,2020-03-25,1977,23
